trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色 
trp_mountain_bandit|中 原 叛 军 
trp_mountain_bandit_pl|中 原 叛 军 
trp_forest_bandit|本 愿 寺 僧 兵 
trp_forest_bandit_pl|本 愿 寺 僧 兵 
trp_sea_raider|海 盗 
trp_sea_raider_pl|海 盗 
trp_sea_raider1|女 海 盗 
trp_sea_raider1_pl|女 海 盗 
trp_wokou|倭 寇 
trp_wokou_pl|倭 寇 
trp_dongcang|锦 衣 卫 指 挥 使 
trp_dongcang_pl|锦 衣 卫 指 挥 使 
trp_undead111|不 死 者 
trp_undead111_pl|不 死 者 
trp_steppe_bandit|强 盗 哥 萨 克 
trp_steppe_bandit_pl|强 盗 哥 萨 克 
trp_steppe_bandit1|强 盗 哥 萨 克 骑 兵 
trp_steppe_bandit1_pl|强 盗 哥 萨 克 骑 兵 
trp_taiga_bandit|准 格 尔 骑 兵 
trp_taiga_bandit_pl|准 格 尔 骑 兵 
trp_desert_bandit|非 洲 劫 匪 
trp_desert_bandit_pl|非 洲 劫 匪 
trp_black_khergit_horseman|黑 旗 库 吉 特 骑 手 
trp_black_khergit_horseman_pl|黑 旗 库 吉 特 骑 手 
trp_manhunter|赏 金 猎 人 
trp_manhunter_pl|赏 金 猎 人 
trp_slave_driver|奴 贩 押 解 
trp_slave_driver_pl|奴 贩 押 解 
trp_slave_hunter|奴 贩 猎 手 
trp_slave_hunter_pl|奴 贩 猎 手 
trp_slave_crusher|奴 贩 打 手 
trp_slave_crusher_pl|奴 贩 打 手 
trp_slaver_chief|奴 贩 首 领 
trp_slaver_chief_pl|奴 贩 首 领 
trp_follower_woman|随 营 妇 女 
trp_follower_woman_pl|随 营 妇 女 
trp_hunter_woman|女 猎 手 
trp_hunter_woman_pl|女 猎 手 
trp_fighter_woman|女 护 卫 
trp_fighter_woman_pl|女 护 卫 
trp_sword_sister|女 剑 士 
trp_sword_sister_pl|女 剑 士 
trp_refugee|难 民 
trp_refugee_pl|难 民 
trp_peasant_woman|农 妇 
trp_peasant_woman_pl|农 妇 
trp_caravan_master|商 队 头 领 
trp_caravan_master_pl|商 队 头 领 
trp_kidnapped_girl|被 绑 架 的 萌 妹 子 
trp_kidnapped_girl_pl|被 绑 架 的 萌 妹 子 
trp_town_walker_1|市 民 
trp_town_walker_1_pl|市 民 
trp_town_walker_2|市 民 
trp_town_walker_2_pl|市 民 
trp_khergit_townsman|市 民 
trp_khergit_townsman_pl|市 民 
trp_khergit_townswoman|市 民 
trp_khergit_townswoman_pl|市 民 
trp_sarranid_townsman|市 民 
trp_sarranid_townsman_pl|市 民 
trp_sarranid_townswoman|市 民 
trp_sarranid_townswoman_pl|市 民 
trp_town_walker_india|族 人 
trp_town_walker_india_pl|族 人 
trp_town_walker_mog|平 民 
trp_town_walker_mog_pl|平 民 
trp_town_walker_mog1|平 民 
trp_town_walker_mog1_pl|平 民 
trp_town_walker_1c|平 民 
trp_town_walker_1c_pl|平 民 
trp_town_walker_2c|平 民 
trp_town_walker_2c_pl|平 民 
trp_town_walker_1jap|平 民 
trp_town_walker_1jap_pl|平 民 
trp_town_walker_2jap|平 民 
trp_town_walker_2jap_pl|平 民 
trp_town_walker_1az|平 民 
trp_town_walker_1az_pl|平 民 
trp_incan_townsman|平 民 
trp_incan_townsman_pl|平 民 
trp_village_walker_1|村 民 
trp_village_walker_1_pl|村 民 
trp_village_walker_2|村 民 
trp_village_walker_2_pl|村 民 
trp_spy_walker_1|市 民 
trp_spy_walker_1_pl|市 民 
trp_spy_walker_2|市 民 
trp_spy_walker_2_pl|市 民 
trp_sh_townsman|平 民 
trp_sh_townsman_pl|平 民 
trp_tournament_master|竞 技 场 老 板 
trp_tournament_master_pl|竞 技 场 老 板 
trp_trainer|教 练 
trp_trainer_pl|教 练 
trp_constable_hareck|治 安 官 哈 瑞 克 
trp_constable_hareck_pl|治 安 官 哈 瑞 克 
trp_ramun_the_slave_trader|奴 隶 贩 子 拉 蒙 
trp_ramun_the_slave_trader_pl|奴 隶 贩 子 拉 蒙 
trp_guide|机 灵 鬼 吉 米 
trp_guide_pl|机 灵 鬼 吉 米 
trp_xerina|谢 瑞 娜 
trp_xerina_pl|谢 瑞 娜 
trp_dranton|德 朗 顿 
trp_dranton_pl|德 朗 顿 
trp_kradus|喀 拉 杜 斯 
trp_kradus_pl|喀 拉 杜 斯 
trp_tutorial_trainer|训 练 场 教 练 
trp_tutorial_trainer_pl|训 练 场 教 练 
trp_galeas|盖 里 阿 斯 
trp_galeas_pl|盖 里 阿 斯 
trp_farmer_from_bandit_village|农 民 
trp_farmer_from_bandit_village_pl|农 民 
trp_trainer_1|教 练 
trp_trainer_1_pl|教 练 
trp_trainer_2|教 练 
trp_trainer_2_pl|教 练 
trp_trainer_3|教 练 
trp_trainer_3_pl|教 练 
trp_trainer_4|教 练 
trp_trainer_4_pl|教 练 
trp_trainer_5|教 练 
trp_trainer_5_pl|教 练 
trp_ransom_broker_1|奴 隶 贩 子 
trp_ransom_broker_1_pl|奴 隶 贩 子 
trp_ransom_broker_2|奴 隶 贩 子 
trp_ransom_broker_2_pl|奴 隶 贩 子 
trp_ransom_broker_3|奴 隶 贩 子 
trp_ransom_broker_3_pl|奴 隶 贩 子 
trp_ransom_broker_4|奴 隶 贩 子 
trp_ransom_broker_4_pl|奴 隶 贩 子 
trp_ransom_broker_5|奴 隶 贩 子 
trp_ransom_broker_5_pl|奴 隶 贩 子 
trp_ransom_broker_6|奴 隶 贩 子 
trp_ransom_broker_6_pl|奴 隶 贩 子 
trp_ransom_broker_7|奴 隶 贩 子 
trp_ransom_broker_7_pl|奴 隶 贩 子 
trp_ransom_broker_8|奴 隶 贩 子 
trp_ransom_broker_8_pl|奴 隶 贩 子 
trp_ransom_broker_9|奴 隶 贩 子 
trp_ransom_broker_9_pl|奴 隶 贩 子 
trp_ransom_broker_10|奴 隶 贩 子 
trp_ransom_broker_10_pl|奴 隶 贩 子 
trp_tavern_traveler_1|旅 行 者 
trp_tavern_traveler_1_pl|旅 行 者 
trp_tavern_traveler_2|旅 行 者 
trp_tavern_traveler_2_pl|旅 行 者 
trp_tavern_traveler_3|旅 行 者 
trp_tavern_traveler_3_pl|旅 行 者 
trp_tavern_traveler_4|旅 行 者 
trp_tavern_traveler_4_pl|旅 行 者 
trp_tavern_traveler_5|旅 行 者 
trp_tavern_traveler_5_pl|旅 行 者 
trp_tavern_traveler_6|旅 行 者 
trp_tavern_traveler_6_pl|旅 行 者 
trp_tavern_traveler_7|旅 行 者 
trp_tavern_traveler_7_pl|旅 行 者 
trp_tavern_traveler_8|旅 行 者 
trp_tavern_traveler_8_pl|旅 行 者 
trp_tavern_traveler_9|旅 行 者 
trp_tavern_traveler_9_pl|旅 行 者 
trp_tavern_traveler_10|旅 行 者 
trp_tavern_traveler_10_pl|旅 行 者 
trp_tavern_bookseller_1|书 籍 商 人 
trp_tavern_bookseller_1_pl|书 籍 商 人 
trp_tavern_bookseller_2|书 籍 商 人 
trp_tavern_bookseller_2_pl|书 籍 商 人 
trp_tavern_minstrel_1|游 方 艺 人 
trp_tavern_minstrel_1_pl|游 方 艺 人 
trp_tavern_minstrel_2|著 名 作 家 
trp_tavern_minstrel_2_pl|游 方 艺 人 
trp_tavern_minstrel_3|神 秘 乐 师 
trp_tavern_minstrel_3_pl|游 方 艺 人 
trp_tavern_minstrel_4|宫 廷 诗 人 
trp_tavern_minstrel_4_pl|游 方 艺 人 
trp_tavern_minstrel_5|吟 游 诗 人 
trp_tavern_minstrel_5_pl|游 方 艺 人 
trp_kingdom_heroes_including_player_begin|kingdom heroes including player begin 
trp_kingdom_heroes_including_player_begin_pl|kingdom heroes including player begin 
trp_npc1|高 肄 风 
trp_npc1_pl|高 肄 风 
trp_npc2|萧 玮 
trp_npc2_pl|萧 玮 
trp_npc3|素 儿 
trp_npc3_pl|素 儿 
trp_npc4|伊 雨 三 万 六 千 卫 
trp_npc4_pl|伊 雨 三 万 六 千 卫 
trp_npc5|波 霍 
trp_npc5_pl|波 霍 
trp_npc6|狄 特 里 希 
trp_npc6_pl|狄 特 里 希 
trp_npc7|胡 安 ·卡 洛 斯 
trp_npc7_pl|胡 安 ·卡 洛 斯 
trp_npc8|蒂 雅 
trp_npc8_pl|蒂 雅 
trp_npc9|提 亚 斯 .梅 森 (湖 畔 骑 士 ）
trp_npc9_pl|提 亚 斯 .梅 森 
trp_npc10|小 约 翰 
trp_npc10_pl|小 约 翰 
trp_npc11|波 尔 则 卡 
trp_npc11_pl|波 尔 则 卡 
trp_npc12|弗 朗 索 瓦 
trp_npc12_pl|弗 朗 索 瓦 
trp_npc13|帖 木 儿 ·魏 客 斯
trp_npc13_pl|帖 木 儿 
trp_npc14|阿 卜 杜 拉 ·海 立 法 
trp_npc14_pl|阿 卜 杜 拉 ·海 立 法 
trp_npc15|塔 什 ·库 布 里 ·扎 达 
trp_npc15_pl|塔 什 ·库 布 里 ·扎 达 
trp_npc16|克 里 斯 汀 娜 
trp_npc16_pl|克 里 斯 汀 娜 
trp_kingdom_1_lord|弗 朗 索 瓦 一 世 
trp_kingdom_1_lord_pl|弗 朗 索 瓦 
trp_kingdom_2_lord|瓦 西 里 三 世 
trp_kingdom_2_lord_pl|瓦 西 里 三 世 
trp_kingdom_3_lord|马 克 西 米 利 安 一 世 
trp_kingdom_3_lord_pl|马 克 西 米 利 安 
trp_kingdom_4_lord|李 奥 那 多 ，威 尼 斯 总 督 
trp_kingdom_4_lord_pl|李 奥 那 多 
trp_kingdom_5_lord|克 里 斯 蒂 安 二 世 
trp_kingdom_5_lord_pl|克 里 斯 蒂 安 
trp_kingdom_6_lord|赛 利 姆 一 世 
trp_kingdom_6_lord_pl|赛 利 姆  
trp_kingdom_7_lord|朱 厚 照 ，正 德 皇 帝 
trp_kingdom_7_lord_pl|朱 厚 照 
trp_kingdom_8_lord|亨 利 八 世 
trp_kingdom_8_lord_pl|亨 利 
trp_kingdom_9_lord|斐 迪 南 二 世 
trp_kingdom_9_lord_pl|斐 迪 南 
trp_kingdom_10_lord|巴 图 蒙 克 ，大 元 大 可 汗 
trp_kingdom_10_lord_pl|巴 图 蒙 克 
trp_kingdom_11_lord|足 利 义 植 ，征 夷 大 将 军 
trp_kingdom_11_lord_pl|足 利 义 植 
trp_kingdom_12_lord|伊 斯 迈 尔 一 世 
trp_kingdom_12_lord_pl|伊 斯 迈 尔 
trp_kingdom_13_lord|齐 格 蒙 特 一 世 
trp_kingdom_13_lord_pl|齐 格 蒙 特 
trp_kingdom_14_lord|穆 罕 默 德 四 世 
trp_kingdom_14_lord_pl|穆 罕 默 德 
trp_kingdom_15_lord|百 鸟 ，大 酋 长 
trp_kingdom_15_lord_pl|百 鸟 
trp_kingdom_16_lord|曼 努 埃 尔 一 世 
trp_kingdom_16_lord_pl|曼 努 埃 尔 
trp_kingdom_17_lord|希 坎 达 尔 · 罗 第 苏 丹 
trp_kingdom_17_lord_pl|希 坎 达 尔 · 罗 第 
trp_kingdom_18_lord|戴 莱 洛 迦 纳 国 王 
trp_kingdom_18_lord_pl|戴 莱 洛 迦 纳 
trp_kingdom_19_lord|李 怿 ,中 宗 
trp_kingdom_19_lord_pl|李 怿 
trp_kingdom_20_lord|爱 新 觉 罗 ·锡 宝 齐 篇 古 ,建 州 左 卫 都 督 
trp_kingdom_20_lord_pl|爱 新 觉 罗 ·锡 宝 齐 篇 古 
trp_kingdom_21_lord|哈 斯 木 苏 丹 
trp_kingdom_21_lord_pl|哈 斯 木 
trp_kingdom_22_lord|穆 罕 默 德 . 格 莱 一 世 
trp_kingdom_22_lord_pl|穆 罕 默 德 . 格 莱 
trp_kingdom_23_lord|突 曼 贝 伊 苏 丹 
trp_kingdom_23_lord_pl|突 曼 贝 伊 
trp_kingdom_24_lord|詹 姆 士 五 世 
trp_kingdom_24_lord_pl|詹 姆 士 
trp_kingdom_25_lord|蒙 提 祖 玛 二 世 
trp_kingdom_25_lord_pl|蒙 提 祖 玛 
trp_kingdom_26_lord|图 图 尔 修 大 酋 长 
trp_kingdom_26_lord_pl|图 图 尔 修 
trp_kingdom_27_lord|沃 尔 特 ·冯 ·普 莱 滕 伯 格 ，骑 士 团 团 长 
trp_kingdom_27_lord_pl|沃 尔 特 ·冯 ·普 莱 滕 伯 格 
trp_kingdom_28_lord|法 布 里 齐 奥 ·迪 ·凯 尔 特 - 菲 纳 利 ，大 团 长 
trp_kingdom_28_lord_pl|法 布 里 齐 奥 ·迪 ·凯 尔 特 - 菲 纳 利 
trp_kingdom_29_lord|杜 尔 ,桑 海 皇 帝 
trp_kingdom_29_lord_pl|杜 尔 
trp_kingdom_30_lord|华 伊 纳 ·卡 巴 克 ，印 加 皇 帝 
trp_kingdom_30_lord_pl|华 伊 纳 ·卡 巴 克 
trp_kingdom_31_lord|穆 罕 穆 德 ·维 吉 尔 瓦 ，桑 给 国 王 
trp_kingdom_31_lord_pl|穆 罕 穆 德 ·维 吉 尔 瓦 
trp_kingdom_32_lord|图 卡 因 大 酋 长 
trp_kingdom_32_lord_pl|图 卡 因 
trp_kingdom_33_lord|穆 罕 穆 德 ·伊 本 苏 丹 
trp_kingdom_33_lord_pl|穆 罕 穆 德 ·伊 本 
trp_knight_1_1|拉 格 斯 
trp_knight_1_1_pl|拉 格 斯 
trp_knight_1_2|雷 纳 德 
trp_knight_1_2_pl|雷 纳 德 
trp_knight_1_3|提 亚 斯 
trp_knight_1_3_pl|提 亚 斯 
trp_knight_1_4|克 莱 斯 伯 爵 
trp_knight_1_4_pl|克 莱 斯 
trp_knight_1_5|戴 兰 那 伯 爵 
trp_knight_1_5_pl|戴 兰 那 
trp_knight_1_6|特 林 
trp_knight_1_6_pl|特 林 
trp_knight_1_7|沃 德 伯 爵 
trp_knight_1_7_pl|沃 德 
trp_knight_1_8|梅 森 
trp_knight_1_8_pl|梅 森 
trp_knight_1_9|伊 斯 伯 爵 
trp_knight_1_9_pl|伊 斯 
trp_knight_1_10|乔 德 伯 爵 
trp_knight_1_10_pl|乔 德 
trp_knight_1_11|斯 汀 
trp_knight_1_11_pl|斯 汀 
trp_knight_1_12|梅 特 伯 爵 
trp_knight_1_12_pl|梅 特 
trp_knight_2_1|伏 尔 德 拉 
trp_knight_2_1_pl|伏 尔 德 拉 
trp_knight_2_2|安 东 尼 
trp_knight_2_2_pl|安 东 尼 
trp_knight_2_3|马 林 
trp_knight_2_3_pl|马 林 
trp_knight_2_4|布 兰 登 
trp_knight_2_4_pl|布 兰 登 
trp_knight_2_5|纳 德 
trp_knight_2_5_pl|纳 德 
trp_knight_2_6|贝 尔 加 
trp_knight_2_6_pl|贝 尔 加 
trp_knight_2_7|雷 蒙 
trp_knight_2_7_pl|雷 蒙 
trp_knight_2_8|图 格 斯 
trp_knight_2_8_pl|图 格 斯 
trp_knight_2_9|穆 列 扎 波 耶 
trp_knight_2_9_pl|穆 列 扎 
trp_knight_2_10|勒 拉 格 波 耶 
trp_knight_2_10_pl|勒 拉 格 
trp_knight_3_1|莱 恩 领 主 
trp_knight_3_1_pl|莱 恩 
trp_knight_3_2|海 因 里 希 伯 爵 
trp_knight_3_2_pl|海 因 里 希 
trp_knight_3_3|埃 兰 
trp_knight_3_3_pl|埃 兰 
trp_knight_3_4|沃 尔 夫 冈 伯 爵 
trp_knight_3_4_pl|沃 尔 夫 冈 
trp_knight_3_5|塞 巴 斯 蒂 安 领 主 
trp_knight_3_5_pl|塞 巴 斯 蒂 安 
trp_knight_3_6|约 瑟 夫 领 主 
trp_knight_3_6_pl|约 瑟 夫 
trp_knight_3_7|乌 兰 领 主 
trp_knight_3_7_pl|乌 兰 
trp_knight_3_8|幕 克 
trp_knight_3_8_pl|幕 克 
trp_knight_3_9|路 德 维 希 领 主 
trp_knight_3_9_pl|路 德 维 希 
trp_knight_3_10|库 尔 特 伯 爵 
trp_knight_3_10_pl|库 尔 特 
trp_knight_3_11|格 奥 尔 格 伯 爵 
trp_knight_3_11_pl|格 奥 尔 格 
trp_knight_3_12|基 辛 格 伯 爵 
trp_knight_3_12_pl|基 辛 格 
trp_knight_3_13|瓦 格 纳 领 主 
trp_knight_3_13_pl|瓦 格 纳 
trp_knight_3_14|弗 里 德 里 希 领 主 
trp_knight_3_14_pl|弗 里 德 里 希 
trp_knight_4_1|伊 登 领 主 
trp_knight_4_1_pl|伊 登 
trp_knight_4_2|伊 阿 亚 领 主 
trp_knight_4_2_pl|伊 阿 亚 
trp_knight_4_3|奥 拉 夫 伯 爵 
trp_knight_4_3_pl|奥 拉 夫 
trp_knight_4_4|瑞 马 尔 德 领 主 
trp_knight_4_4_pl|瑞 马 尔 德 
trp_knight_4_5|图 亚 伯 爵 
trp_knight_4_5_pl|图 亚 
trp_knight_4_6|刚 德 波 耶 
trp_knight_4_6_pl|刚 德 
trp_knight_4_7|哈 罗 德 领 主 
trp_knight_4_7_pl|哈 罗 德 
trp_knight_4_8|鲁 达 
trp_knight_4_8_pl|鲁 达 
trp_knight_4_9|海 达 
trp_knight_4_9_pl|海 达 
trp_knight_4_10|特 尔 格 领 主 
trp_knight_4_10_pl|特 尔 格 
trp_knight_5_1|马 特 阿 斯 领 主 
trp_knight_5_1_pl|马 特 阿 斯 
trp_knight_5_2|格 特 拉 斯 
trp_knight_5_2_pl|格 特 拉 斯 
trp_knight_5_3|拉 鲁 肯 
trp_knight_5_3_pl|拉 鲁 肯 
trp_knight_5_4|赖 齐 斯 伯 爵 
trp_knight_5_4_pl|赖 齐 斯 
trp_knight_5_5|雷 兰 德 领 主 
trp_knight_5_5_pl|雷 兰 德 
trp_knight_5_6|塔 齐 亚 斯 
trp_knight_5_6_pl|塔 齐 亚 斯 
trp_knight_5_7|杰 哈 茂 尔 领 主 
trp_knight_5_7_pl|杰 哈 茂 尔 
trp_knight_5_8|塔 尔 巴 领 主 
trp_knight_5_8_pl|塔 尔 巴 
trp_knight_5_9|里 穆 斯 克 
trp_knight_5_9_pl|里 穆 斯 克 
trp_knight_5_10|法 尔 塞 弗 伯 爵 
trp_knight_5_10_pl|法 尔 塞 弗 
trp_knight_6_1|乌 凯 斯 
trp_knight_6_1_pl|乌 凯 斯 
trp_knight_6_2|哈 麽 赞 伯 爵 
trp_knight_6_2_pl|哈 麽 赞 
trp_knight_6_3|阿 提 斯 
trp_knight_6_3_pl|阿 提 斯 
trp_knight_6_4|努 瓦 斯 
trp_knight_6_4_pl|努 瓦 斯 
trp_knight_6_5|蒙 德 哈 里 领 主 
trp_knight_6_5_pl|蒙 德 哈 里 
trp_knight_6_6|哈 纳 瓦 
trp_knight_6_6_pl|哈 纳 瓦 
trp_knight_6_7|努 阿 姆 领 主 
trp_knight_6_7_pl|努 阿 姆 
trp_knight_6_8|迪 乌 领 主 
trp_knight_6_8_pl|迪 乌 
trp_knight_6_9|拉 库 姆 
trp_knight_6_9_pl|拉 库 姆 
trp_knight_6_10|胡 拉 森 领 主 
trp_knight_6_10_pl|胡 拉 森 
trp_knight_6_11|阿 扎 顿 领 主 
trp_knight_6_11_pl|阿 扎 顿 
trp_knight_6_12|库 鲁 阿 斯 领 主 
trp_knight_6_12_pl|库 鲁 阿 斯 
trp_knight_6_13|阿 姆 达 领 主 
trp_knight_6_13_pl|阿 姆 达 
trp_knight_6_14|西 瓦 
trp_knight_6_14_pl|西 瓦 
trp_knight_6_15|穆 哈 伊 
trp_knight_6_15_pl|穆 哈 伊 
trp_knight_6_16|阿 亚 姆 伯 爵 
trp_knight_6_16_pl|阿 亚 姆 
trp_knight_6_17|拉 都 领 主 
trp_knight_6_17_pl|拉 都 
trp_knight_6_18|提 里 穆 萨 领 主 
trp_knight_6_18_pl|提 里 穆 萨 
trp_knight_7_1|王 瑾 
trp_knight_7_1_pl|王 瑾 
trp_knight_7_2|高 风 
trp_knight_7_2_pl|高 风 
trp_knight_7_3|付 笠 
trp_knight_7_3_pl|付 笠 
trp_knight_7_4|韩 忠 
trp_knight_7_4_pl|韩 忠 
trp_knight_7_5|朱 迪 
trp_knight_7_5_pl|朱 迪 
trp_knight_7_6|狄 风 绊 
trp_knight_7_6_pl|狄 风 绊 
trp_knight_7_7|包 恒 
trp_knight_7_7_pl|包 恒 
trp_knight_7_8|严 文 
trp_knight_7_8_pl|严 文 
trp_knight_7_9|李 斌 
trp_knight_7_9_pl|李 斌 
trp_knight_7_10|周 厚 杰 
trp_knight_7_10_pl|周 厚 杰 
trp_knight_7_11|梁 川 
trp_knight_7_11_pl|梁 川 
trp_knight_7_12|王 威 
trp_knight_7_12_pl|王 威 
trp_knight_7_13|朱 泽 
trp_knight_7_13_pl|朱 泽 
trp_knight_7_14|朱 庭 
trp_knight_7_14_pl|朱 庭 
trp_knight_7_15|岳 超 
trp_knight_7_15_pl|岳 超 
trp_knight_8_1|约 翰 
trp_knight_8_1_pl|约 翰 
trp_knight_8_2|夏 洛 克 
trp_knight_8_2_pl|夏 洛 克 
trp_knight_8_3|鲍 恩 
trp_knight_8_3_pl|鲍 恩 
trp_knight_8_4|莱 克 
trp_knight_8_4_pl|莱 克 
trp_knight_8_5|邦 恩 
trp_knight_8_5_pl|邦 恩 
trp_knight_8_6|威 廉 
trp_knight_8_6_pl|威 廉 
trp_knight_8_7|法 恩 
trp_knight_8_7_pl|法 恩 
trp_knight_8_8|爱 德 华 
trp_knight_8_8_pl|爱 德 华 
trp_knight_8_9|华 恩 
trp_knight_8_9_pl|华 恩 
trp_knight_8_10|提 特 斯 
trp_knight_8_10_pl|提 特 斯 
trp_knight_9_1|达 卡 那 瓦 
trp_knight_9_1_pl|达 卡 那 瓦 
trp_knight_9_2|瓦 恩 涅 奥 
trp_knight_9_2_pl|瓦 恩 涅 奥 
trp_knight_9_3|卡 洛 斯 
trp_knight_9_3_pl|卡 洛 斯 
trp_knight_9_5|皮 莱 斯 
trp_knight_9_5_pl|皮 莱 斯 
trp_knight_9_6|尤 恩 
trp_knight_9_6_pl|尤 恩 
trp_knight_9_7|安 东 尼 奥 
trp_knight_9_7_pl|安 东 尼 奥 
trp_knight_9_8|萨 尔 加 多 
trp_knight_9_8_pl|萨 尔 加 多 
trp_knight_9_9|帕 布 罗 
trp_knight_9_9_pl|帕 布 罗 
trp_knight_9_10|斯 派 洛 
trp_knight_9_10_pl|斯 派 洛 
trp_knight_9_11|安 德 烈 斯 
trp_knight_9_11_pl|安 德 烈 斯 
trp_knight_9_12|艾 米 利 奥 
trp_knight_9_12_pl|艾 米 利 奥 
trp_knight_9_13|弗 朗 西 斯 柯 
trp_knight_9_13_pl|弗 朗 西 斯 柯 
trp_knight_9_14|安 立 奎 
trp_knight_9_14_pl|安 立 奎 
trp_knight_9_15|路 易 斯 
trp_knight_9_15_pl|路 易 斯 
trp_knight_10_1|巴 根 
trp_knight_10_1_pl|巴 根 
trp_knight_10_2|乌 里 罕 
trp_knight_10_2_pl|乌 里 罕 
trp_knight_10_3|阿 木 尔 
trp_knight_10_3_pl|阿 木 尔 
trp_knight_10_4|哈 森 
trp_knight_10_4_pl|哈 森 
trp_knight_10_5|阿 骨 打 木 
trp_knight_10_5_pl|阿 骨 打 木 
trp_knight_10_6|阿 拉 坦 仓 
trp_knight_10_6_pl|阿 拉 坦 仓 
trp_knight_10_7|帖 木 儿 
trp_knight_10_7_pl|帖 木 儿 
trp_knight_10_8|巴 图 
trp_knight_10_8_pl|巴 图 
trp_knight_10_9|赛 罕 
trp_knight_10_9_pl|赛 罕 
trp_knight_10_10|其 木 格 
trp_knight_10_10_pl|其 木 格 
trp_knight_10_11|满 都 拉 图 
trp_knight_10_11_pl|满 都 拉 图 
trp_knight_10_12|苏 德 
trp_knight_10_12_pl|苏 德 
trp_knight_11_1|相 原 次 郎 
trp_knight_11_1_pl|相 原 次 郎 
trp_knight_11_2|哀 川 枫 
trp_knight_11_2_pl|哀 川 枫 
trp_knight_11_3|赤 井 助 
trp_knight_11_3_pl|赤 井 助 
trp_knight_11_4|高 桥 俊 
trp_knight_11_4_pl|高 桥 俊 
trp_knight_11_5|秋 原 小 五 郎 
trp_knight_11_5_pl|秋 原 小 五 郎 
trp_knight_11_6|佐 藤 吉 
trp_knight_11_6_pl|佐 藤 吉 
trp_knight_11_7|毛 利 五 一 
trp_knight_11_7_pl|毛 利 五 一 
trp_knight_11_8|宫 崎 健 一 
trp_knight_11_8_pl|宫 崎 健 一 
trp_knight_11_9|前 田 川 
trp_knight_11_9_pl|前 田 川 
trp_knight_11_10|青 野 长 
trp_knight_11_10_pl|青 野 长 
trp_knight_12_1|阿 卜 杜 拉 
trp_knight_12_1_pl|阿 卜 杜 拉 
trp_knight_12_2|阿 齐 木 
trp_knight_12_2_pl|阿 齐 木 
trp_knight_12_3|哈 克 木 
trp_knight_12_3_pl|哈 克 木 
trp_knight_12_4|哈 米 德 
trp_knight_12_4_pl|哈 米 德 
trp_knight_12_5|凯 里 木 
trp_knight_12_5_pl|凯 里 木 
trp_knight_12_6|穆 台 阿 勒 
trp_knight_12_6_pl|穆 台 阿 勒 
trp_knight_12_7|穆 希 米 尼 
trp_knight_12_7_pl|穆 希 米 尼 
trp_knight_12_8|拉 哈 曼 
trp_knight_12_8_pl|拉 哈 曼 
trp_knight_12_9|艾 尼 斯 
trp_knight_12_9_pl|艾 尼 斯 
trp_knight_12_10|艾 尤 卜 
trp_knight_12_10_pl|艾 尤 卜 
trp_knight_13_1|达 瑞 斯 
trp_knight_13_1_pl|达 瑞 斯 
trp_knight_13_2|斯 克 热 图 斯 基 
trp_knight_13_2_pl|斯 克 热 图 斯 基 
trp_knight_13_3|米 查 拉 科 
trp_knight_13_3_pl|米 查 拉 科 
trp_knight_13_4|杨 兰 斯 基 
trp_knight_13_4_pl|杨 兰 斯 基 
trp_knight_13_5|卡 斯 帕 尔 
trp_knight_13_5_pl|卡 斯 帕 尔 
trp_knight_13_6|扎 马 洲 斯 基 
trp_knight_13_6_pl|扎 马 洲 斯 基 
trp_knight_13_7|奥 勒 布 里 斯 基 
trp_knight_13_7_pl|奥 勒 布 里 斯 基 
trp_knight_13_8|哈 尼 斯 基 
trp_knight_13_8_pl|哈 尼 斯 基 
trp_knight_13_9|耶 雷 梅 
trp_knight_13_9_pl|耶 雷 梅 
trp_knight_13_10|扎 格 沃 巴 
trp_knight_13_10_pl|扎 格 沃 巴 
trp_knight_14_1|巴 希 尔 
trp_knight_14_1_pl|巴 希 尔 
trp_knight_14_2|巴 赛 木 
trp_knight_14_2_pl|巴 赛 木 
trp_knight_14_3|迪 亚 艾 丁 
trp_knight_14_3_pl|迪 亚 艾 丁 
trp_knight_14_4|法 哈 德 
trp_knight_14_4_pl|法 哈 德 
trp_knight_14_5|易 卜 拉 欣 
trp_knight_14_5_pl|易 卜 拉 欣 
trp_knight_14_6|伊 斯 玛 仪 
trp_knight_14_6_pl|伊 斯 玛 仪 
trp_knight_14_7|吉 哈 德 
trp_knight_14_7_pl|吉 哈 德 
trp_knight_14_8|米 斯 巴 哈 
trp_knight_14_8_pl|米 斯 巴 哈 
trp_knight_14_9|穆 海 台 迪 
trp_knight_14_9_pl|穆 海 台 迪 
trp_knight_14_10|拉 提 卜 
trp_knight_14_10_pl|拉 提 卜 
trp_knight_15_1|奥 奈 达 
trp_knight_15_1_pl|奥 奈 达  
trp_knight_15_2|万 潘 诺 格 
trp_knight_15_2_pl|万 潘 诺 格 
trp_knight_15_3|阿 里 卡 拉 
trp_knight_15_3_pl|阿 里 卡 拉 
trp_knight_15_4|基 卡 普 
trp_knight_15_4_pl|基 卡 普 
trp_knight_15_5|科 尔 维 尔 
trp_knight_15_5_pl|科 尔 维 尔 
trp_knight_15_6|南 蒂 科 克 
trp_knight_15_6_pl|南 蒂 科 克 
trp_knight_15_7|希 尔 斯 
trp_knight_15_7_pl|希 尔 斯 
