itm_no_item|INVALID ITEM 
itm_ttr_kolcha|穆 斯 林 链 甲 3
itm_ttr_kolcha_pl|穆 斯 林 链 甲 3
itm_qingjia_xianghuang|清 镶 黄 旗 甲 
itm_qingjia_xianghuang_pl|清 镶 黄 旗 甲 
itm_qingjia_xiangbe|清 镶 白 旗 甲 
itm_qingjia_xiangbe_pl|清 镶 白 旗 甲 
itm_qingjia_xianghong|清 镶 红 旗 甲 
itm_qingjia_xianghong_pl|清 镶 红 旗 甲 
itm_qingjia_xianglan|清 镶 蓝 旗 甲 
itm_qingjia_xianglan_pl|清 镶 蓝 旗 甲 
itm_qingjia_zenhuang|清 正 黄 旗 甲 
itm_qingjia_zenhuang_pl|清 正 黄 旗 甲 
itm_qingjia_zenbe|清 正 白 旗 甲 
itm_qingjia_zenbe_pl|清 正 白 旗 甲 
itm_qingjia_zenhong|清 正 红 旗 甲 
itm_qingjia_zenhong_pl|清 正 红 旗 甲 
itm_qingjia_zenlan|清 正 蓝 旗 甲 
itm_qingjia_zenlan_pl|清 正 蓝 旗 甲 
itm_qingjia_jiangjun|清 将 军 甲 
itm_qingjia_jiangjun_pl|清 将 军 甲 
itm_qingjia_jiangjun_tuanlong|清 将 军 团 龙 纹 甲 
itm_qingjia_jiangjun_tuanlong_pl|清 将 军 团 龙 纹 甲 
itm_qingjia1|清 皇 甲 
itm_qingjia1_pl|清 皇 甲 
itm_qingjia2|清 军 士 甲 
itm_qingjia4|清 军 士 甲 
itm_qingjia4_pl|清 军 士 甲 
itm_qingjia5|清 军 士 服 
itm_qingjia5_pl|清 军 士 服 
itm_qingjia_minyong|清 装 
itm_qingjia_minyong_pl|清 装 
itm_mingjiaa|明 甲 
itm_mingjiaa_pl|明 甲 
itm_half_plate_fra|半 身 甲 
itm_half_plate_fra_pl|半 身 甲 
itm_half_plate_por|半 身 甲 
itm_half_plate_por_pl|半 身 甲 
itm_half_plate_eng|半 身 甲 
itm_half_plate_eng_pl|半 身 甲 
itm_half_plate_spa|半 身 甲 
itm_half_plate_spa_pl|半 身 甲 
itm_half_plate_kal|半 身 甲 
itm_half_plate_kal_pl|半 身 甲 
itm_gambeson_it_fran|软 铠 甲 
itm_gambeson_it_fran_pl|软 铠 甲 
itm_gambeson_it_por|软 铠 甲 
itm_gambeson_it_por_pl|软 铠 甲 
itm_gambeson_it_eng|软 铠 甲 
itm_gambeson_it_eng_pl|软 铠 甲 
itm_gambeson_it_spa|软 铠 甲 
itm_gambeson_it_spa_pl|软 铠 甲 
itm_gambeson_it_kal|软 铠 甲 
itm_gambeson_it_kal_pl|软 铠 甲 
itm_gambeson_it_hr|软 铠 甲 
itm_gambeson_it_hr_pl|软 铠 甲 
itm_woman_han_fu|女 装 汉 服 
itm_woman_han_fu_pl|女 装 汉 服 
itm_korea_tunic|平 民 服 （勿 喷 ）
itm_korea_tunic_pl|平 民 服 （勿 喷 ）
itm_korea_a|朝 鲜 服 
itm_korea_a_pl|朝 鲜 服 
itm_korea1|朝 鲜 甲 1
itm_korea1_pl|朝 鲜 甲 1
itm_korea2|朝 鲜 甲 2
itm_korea2_pl|朝 鲜 甲 2
itm_korea3|朝 鲜 甲 3
itm_korea3_pl|朝 鲜 甲 3
itm_korea4|朝 鲜 甲 4
itm_korea4_pl|朝 鲜 甲 4
itm_greatcoat_black|黑 色 大 衣 （穿 越 慎 用 ）
itm_greatcoat_black_pl|黑 色 大 衣 （穿 越 慎 用 ）
itm_greatcoat_black1|黑 色 大 衣 1（穿 越 慎 用 ）
itm_greatcoat_black1_pl|黑 色 大 衣 1（穿 越 慎 用 ）
itm_indianbody2|印 第 安 战 士 装 
itm_indianbody2_pl|印 第 安 战 士 装 
itm_furindianbody|印 第 安 战 士 装 1
itm_furindianbody_pl|印 第 安 战 士 装 1
itm_ancest_chief_outfit|酋 长 服 
itm_ancest_chief_outfit_pl|酋 长 服 
itm_warrior_outfit|战 士 装 
itm_warrior_outfit_pl|战 士 装 
itm_body_tribe|印 第 安 族 人 装 
itm_body_tribe_pl|印 第 安 族 人 装 
itm_armor_adilshahi_chihali|印 度 甲 
itm_armor_adilshahi_chihali_pl|印 度 甲 
itm_armor_adilshahi_chihalii|印 度 甲 1
itm_armor_adilshahi_chihalii_pl|印 度 甲 1
itm_armor_afghan_mailiii|阿 富 汗 链 甲 
itm_armor_afghan_mailiii_pl|阿 富 汗 链 甲 
itm_armor_vijaynagri_maili|印 度 重 甲 1
itm_armor_vijaynagri_maili_pl|印 度 重 甲 1
itm_armor_vijaynagri_mailii|印 度 重 甲 3
itm_armor_vijaynagri_mailii_pl|印 度 重 甲 3
itm_armor_vijaynagri_mailiii|印 度 重 甲 2
itm_armor_vijaynagri_mailiii_pl|印 度 重 甲 2
itm_armor_vijaynagri_scaleiv|印 度 皮 甲 
itm_armor_vijaynagri_scaleiv_pl|印 度 皮 甲 
itm_armor_vijaynagri_tunici|长 袍 A
itm_armor_vijaynagri_tunici_pl|长 袍 A
itm_armor_vijaynagri_tunicii|长 袍 B
itm_armor_vijaynagri_tunicii_pl|长 袍 B
itm_armor_vijaynagri_tuniciii|长 袍 C
itm_armor_vijaynagri_tuniciii_pl|长 袍 C
itm_armor_afghan_mailiv|哈 萨 克 甲 
itm_armor_afghan_mailiv_pl|哈 萨 克 甲 
itm_kazakh_torso|哈 萨 克 衣 
itm_kazakh_torso_pl|哈 萨 克 衣 
itm_basketry_armour_blue|重 型 甲 
itm_basketry_armour_blue_pl|重 型 甲 
itm_basketry_armour|重 型 甲 1
itm_basketry_armour_pl|重 型 甲 1
itm_rattan_plate_green|轻 甲 01
itm_rattan_plate_green_pl|轻 甲 01
itm_rattan_plate_blue|轻 甲 02
itm_rattan_plate_blue_pl|轻 甲 02
itm_mohhom_2_blue|布 衣 
itm_mohhom_2_blue_pl|布 衣 
itm_mohhom_2_green|布 衣 
itm_mohhom_2_green_pl|布 衣 
itm_mohhom_2_brown|布 衣 
itm_mohhom_2_brown_pl|布 衣 
itm_heavy_yawshan|奥 斯 曼 重 甲 
itm_heavy_yawshan_pl|奥 斯 曼 重 甲 
itm_sipahi_jawshan|希 帕 西 盔 甲 
itm_sipahi_jawshan_pl|希 帕 西 盔 甲 
itm_zimke_char_aina|zimke_重 甲 
itm_zimke_char_aina_pl|zimke_重 甲 
itm_undead_body|不 死 装 （勿 用 ）
itm_undead_body_pl|不 死 装 （勿 用 ）
itm_zimke_kuyak_tors|kuyak_重 甲 
itm_zimke_kuyak_tors_pl|kuyak_重 甲 
itm_reytar_puzo1|重 甲 
itm_reytar_puzo1_pl|重 甲 
itm_rac_hussar|俄 罗 斯 棉 甲 
itm_rac_hussar_pl|俄 罗 斯 棉 甲 
itm_rac_hussar_b|俄 罗 斯 棉 甲 _b
itm_rac_hussar_b_pl|俄 罗 斯 棉 甲 _b
itm_rac_hussar_c|俄 罗 斯 棉 甲 _c
itm_rac_hussar_c_pl|俄 罗 斯 棉 甲 _c
itm_jack_of_plate_d|皮 夹 克 
itm_jack_of_plate_d_pl|皮 夹 克 
itm_fysg_bin_shazei01|侠 客 装 
itm_fysg_bin_shazei01_pl|侠 客 装 
itm_nvyi|女 衣 服 1
itm_nvyi_pl|女 衣 服 1
itm_nvyi1|女 衣 服 
itm_nvyi1_pl|女 衣 服 
itm_ylyq_hangyi|汉 服 
itm_ylyq_hangyi_pl|汉 服 
itm_yf_hguanfu_a|汉 官 服 （汉 匈 ）1
itm_yf_hguanfu_a_pl|汉 官 服 （汉 匈 ）1
itm_yf_hguanfu_b|汉 官 服 （汉 匈 ）
itm_yf_hguanfu_b_pl|汉 官 服 （汉 匈 ）
itm_nvyi2|汉 女 服 （汉 匈 ）3
itm_nvyi2_pl|汉 女 服 （汉 匈 ）3
itm_nvyi3|汉 女 服 （汉 匈 ）2
itm_nvyi3_pl|汉 女 服 （汉 匈 ）2
itm_nvyi4|汉 女 服 （汉 匈 ）1
itm_nvyi4_pl|汉 女 服 （汉 匈 ）1
itm_nvyi5|汉 女 服 （汉 匈 ）
itm_nvyi5_pl|汉 女 服 （汉 匈 ）
itm_copy_man_han_fu|汉 服 
itm_copy_man_han_fu_pl|汉 服 
itm_jaguar_armour|猛 虎 衣 服 
itm_jaguar_armour_pl|猛 虎 衣 服 
itm_coyote_armour|土 狼 衣 
itm_coyote_armour_pl|土 狼 衣 
itm_eagle_armour|雄 鹰 衣 
itm_eagle_armour_pl|雄 鹰 衣 
itm_cuahchiqueh_armour|美 洲 战 士 衣 
itm_cuahchiqueh_armour_pl|美 洲 战 士 衣 
itm_cuahchiqueh_armour3333|美 洲 战 士 衣 333
itm_cuahchiqueh_armour3333_pl|美 洲 战 士 衣 333
itm_cuahchiqueh_armour2|美 洲 战 士 衣 2
itm_cuahchiqueh_armour2_pl|美 洲 战 士 衣 2
itm_cuahchiqueh_armour3|美 洲 战 士 衣 3
itm_cuahchiqueh_armour3_pl|美 洲 战 士 衣 3
itm_ceremonial_robe|日 本 妇 女 装 
itm_ceremonial_robe_pl|日 本 妇 女 装 
itm_shadow_outfit_b|忍 者 衣 
itm_shadow_outfit_b_pl|忍 者 衣 
itm_sohei_b|僧 衣 
itm_sohei_b_pl|僧 衣 
itm_samurai_civil_a|日 本 服 
itm_samurai_civil_a_pl|日 本 服 
itm_samurai_civil_c|男 和 服 
itm_samurai_civil_c_pl|男 和 服 
itm_ddddd|女 装 
itm_ddddd_pl|女 装 
itm_forviet|黎 朝 民 兵 服 
itm_forviet_pl|黎 朝 民 兵 服 
itm_giap_viet1_d|黎 朝 重 甲 
itm_giap_viet1_d_pl|黎 朝 重 甲 
itm_giap_viet1_l|黎 朝 重 甲 1
itm_giap_viet1_l_pl|黎 朝 重 甲 1
itm_giap_viet1_x|黎 朝 重 甲 2
itm_giap_viet1_x_pl|黎 朝 重 甲 2
itm_shirt_wg|骑 兵 甲 
itm_shirt_wg_pl|骑 兵 甲 
itm_europe2|带 斗 篷 的 半 甲 
itm_europe2_pl|带 斗 篷 的 半 甲 
itm_copy_europe2|半 甲 
itm_copy_europe2_pl|半 甲 
itm_goldtuguese|带 斗 篷 的 豪 华 半 甲 
itm_goldtuguese_pl|带 斗 篷 的 豪 华 半 甲 
itm_copy_goldtuguese|豪 华 半 甲 
itm_copy_goldtuguese_pl|豪 华 半 甲 
itm_yf_hwmf|汉 服 n（汉 匈 ）
itm_yf_hwmf_pl|汉 服 n（汉 匈 ）
itm_yf_ydsb|美 洲 衣 （汉 匈 ）
itm_yf_ydsb_pl|美 洲 衣 （汉 匈 ）
itm_korean_armour1|朝 鲜 衣 
itm_korean_armour1_pl|朝 鲜 衣 
itm_mongol_armour1|过 时 的 蒙 古 甲 
itm_mongol_armour1_pl|过 时 的 蒙 古 甲 
itm_arabpaded2|阿 拉 伯 衣 
itm_arabpaded2_pl|阿 拉 伯 衣 
itm_arsar2|穆 斯 林 甲 
itm_arsar2_pl|穆 斯 林 甲 
itm_lamelarghulam|穆 斯 林 甲 
itm_lamelarghulam_pl|穆 斯 林 甲 
itm_mailsarazin|穆 斯 林 甲 2
itm_mailsarazin_pl|穆 斯 林 甲 2
itm_sarazinass|穆 斯 林 甲 3
itm_sarazinass_pl|穆 斯 林 甲 3
itm_saracenmail|穆 斯 林 甲 4
itm_saracenmail_pl|穆 斯 林 甲 4
itm_saracenmails|穆 斯 林 甲 5
itm_saracenmails_pl|穆 斯 林 甲 5
itm_saracenmailss|穆 斯 林 甲 6
itm_saracenmailss_pl|穆 斯 林 甲 6
itm_saracenmailsss|穆 斯 林 甲 7
itm_saracenmailsss_pl|穆 斯 林 甲 7
itm_saracenmailssss|穆 斯 林 甲 8
itm_saracenmailssss_pl|穆 斯 林 甲 8
itm_saracenmailsssss|穆 斯 林 甲 9
itm_saracenmailsssss_pl|穆 斯 林 甲 9
itm_mongol_armor|蒙 古 甲 
itm_mongol_armor_pl|蒙 古 甲 
itm_saracen_armor11|卡 萨 吉 甲 
itm_saracen_armor11_pl|卡 萨 吉 甲 
itm_black_body_new|黑 
itm_black_body_new_pl|黑 
itm_civil_clothing_final|农 民 服 
itm_civil_clothing_final_pl|农 民 服 
itm_yoroi1|黑 铠 
itm_yoroi1_pl|黑 铠 
itm_hongfajia|虎 皮 羽 织 
itm_hongfajia_pl|虎 皮 羽 织 
itm_copy_hongfajia|红 甲 
itm_copy_hongfajia_pl|红 甲 
itm_yidazzkuijia|黑 甲 
itm_yidazzkuijia_pl|黑 甲 
itm_copy_yidazzkuijia|羽 织 
itm_copy_yidazzkuijia_pl|羽 织 
itm_korean_skirt121|韩 服 
itm_korean_skirt121_pl|韩 服 
itm_korean_armor|朝 鲜 甲 
itm_korean_armor_pl|朝 鲜 甲 
itm_korean_black_armor|朝 鲜 甲 A
itm_korean_black_armor_pl|朝 鲜 甲 A
itm_korean_armor_2|朝 鲜 甲 b
itm_korean_armor_2_pl|朝 鲜 甲 b
itm_korean_vest|朝 鲜 袍 
itm_korean_vest_pl|朝 鲜 袍 
itm_aoqun|粉 色 女 装 
itm_aoqun_pl|粉 色 女 装 
itm_aoqun02|绿 色 女 装 
itm_aoqun02_pl|绿 色 女 装 
itm_aoqun03|明 代 女 装 
itm_aoqun03_pl|明 代 女 装 
itm_aoqun04|袄 裙 
itm_aoqun04_pl|袄 裙 
itm_daao03|袄 裙 红 
itm_daao03_pl|袄 裙 红 
itm_hanfu10|汉 服 
itm_hanfu10_pl|汉 服 
itm_hanfu13|汉 服 
itm_hanfu13_pl|汉 服 
itm_daopao|道 袍 
itm_daopao_pl|道 袍 
itm_jingyiwei01|锦 衣 卫 红 
itm_jingyiwei01_pl|锦 衣 卫 红 
itm_jingyiwei02|锦 衣 卫 黄 
itm_jingyiwei02_pl|锦 衣 卫 黄 
itm_jingyiwei03|锦 衣 卫 蓝 
itm_jingyiwei03_pl|锦 衣 卫 蓝 
itm_jingyiwei04|锦 衣 卫 绿 
itm_jingyiwei04_pl|锦 衣 卫 绿 
itm_minggf|明 代 官 服 
itm_minggf_pl|明 代 官 服 
itm_minglp|明 代 龙 袍 
itm_minglp_pl|明 代 龙 袍 
itm_mjingyiwei|锦 衣 卫 指 挥 使 甲 
itm_mjingyiwei_pl|锦 衣 卫 指 挥 使 甲 
itm_daming_armor|明 军 重 甲 蓝 色 
itm_daming_armor_pl|明 军 重 甲 
itm_daming_armor_01|明 军 重 甲 红 
itm_daming_armor_02|明 军 重 甲 
itm_daming_armor_02_pl|明 军 重 甲 
itm_daming_armor_03|明 军 轻 甲 
itm_daming_armor_03_pl|明 军 轻 甲 
itm_daming_armor_04|明 军 布 面 甲 红 
itm_daming_armor_04_pl|明 军 布 面 甲 
itm_daming_armor_05|明 军 布 面 甲 黑 
itm_daming_armor_05_pl|明 军 布 面 甲 
itm_daming_armor_06|明 军 布 面 甲 
itm_daming_armor_06_pl|明 军 布 面 甲 
itm_daming_armor_07|明 军 布 面 甲 
itm_daming_armor_07_pl|明 军 布 面 甲 
itm_daming_armor_08|火 器 队 轻 甲 
itm_daming_armor_08_pl|火 器 队 轻 甲 
itm_daming_armor_09|火 器 队 轻 甲 
itm_daming_armor_09_pl|火 器 队 轻 甲 
itm_daming_armor_10|明 军 轻 甲 
itm_daming_armor_10_pl|明 军 轻 甲 
itm_daming_armor_11|铁 甲 
itm_daming_armor_11_pl|铁 甲 
itm_daming_armor_12|铁 甲 
itm_daming_armor_12_pl|铁 甲 
itm_daming_armor_13|棉 甲 蓝 
itm_daming_armor_13_pl|棉 甲 蓝 
itm_daming_armor_14|棉 甲 黄 
itm_daming_armor_14_pl|棉 甲 黄 
itm_daming_armor_15|棉 甲 蓝 1
itm_daming_armor_15_pl|棉 甲 蓝 1
itm_daming_armor_16|棉 甲 黄 1
itm_daming_armor_16_pl|棉 甲 黄 1
itm_daming_armor_17|大 明 重 铁 甲 
itm_daming_armor_17_pl|大 明 重 铁 甲 
itm_daming_armor_18|大 明 重 铁 甲 
itm_daming_armor_18_pl|大 明 重 铁 甲 
itm_cavalry_armor_a1111|四 分 之 三 甲 
itm_cavalry_armor_a1111_pl|四 分 之 三 甲 
itm_officer_jacket_011|军 官 大 衣 
itm_officer_jacket_011_pl|军 官 大 衣 
itm_officer_jacket_022|军 官 半 甲 大 衣 
itm_officer_jacket_022_pl|军 官 半 甲 大 衣 
itm_officer_jacket_033|军 官 板 甲 
itm_officer_jacket_033_pl|军 官 板 甲 
itm_pirate_captain_body|海 盗 船 长 大 衣 
itm_pirate_captain_body_pl|海 盗 船 长 大 衣 
itm_black_body_new1|黑 色 
itm_black_body_new1_pl|黑 色 
itm_black_shirt11|衬 衫 
itm_black_shirt11_pl|衬 衫 
itm_haubergeon_b|链 甲 
itm_haubergeon_b_pl|链 甲 
itm_sar_robe_b11|阿 拉 伯 袍 子 
itm_sar_robe_b11_pl|阿 拉 伯 袍 子 
itm_sar_robe_a11|阿 拉 伯 袍 子 1
itm_sar_robe_a11_pl|阿 拉 伯 袍 子 1
itm_sarranid_dress_a|连 衣 裙 
itm_sarranid_dress_a_pl|连 衣 裙 
itm_sarranid_dress_b|连 衣 裙 
itm_sarranid_dress_b_pl|连 衣 裙 
itm_sarranid_cloth_robe|旧 长 袍 
itm_sarranid_cloth_robe_pl|旧 长 袍 
itm_sarranid_cloth_robe_b|旧 长 袍 
itm_sarranid_cloth_robe_b_pl|旧 长 袍 
itm_skirmisher_armor|游 击 射 手 甲 
itm_skirmisher_armor_pl|游 击 射 手 甲 
itm_archers_vest|射 手 棉 背 心 
itm_archers_vest_pl|射 手 棉 背 心 
itm_sarranid_leather_armor|萨 兰 德 皮 甲 
itm_sarranid_leather_armor_pl|萨 兰 德 皮 甲 
itm_sarranid_cavalry_robe|骑 兵 长 袍 
itm_sarranid_cavalry_robe_pl|骑 兵 长 袍 
itm_arabian_armor_b|萨 兰 德 卫 士 甲 
itm_arabian_armor_b_pl|萨 兰 德 卫 士 甲 
itm_sarranid_mail_shirt|萨 兰 德 链 甲 衫 
itm_sarranid_mail_shirt_pl|萨 兰 德 链 甲 衫 
itm_mamluke_mail|马 穆 鲁 克 链 甲 
itm_mamluke_mail_pl|马 穆 鲁 克 链 甲 
itm_burlap_tunic|麻 布 短 袍 
itm_burlap_tunic_pl|麻 布 短 袍 
itm_heraldic_mail_with_surcoat|纹 章 甲 带 外 套 
itm_heraldic_mail_with_surcoat_pl|纹 章 甲 带 外 套 
itm_heraldic_mail_with_tunic|纹 章 甲 
itm_heraldic_mail_with_tunic_pl|纹 章 甲 
itm_heraldic_mail_with_tunic_b|纹 章 甲 
itm_heraldic_mail_with_tunic_b_pl|纹 章 甲 
itm_heraldic_mail_with_tabard|纹 章 甲 带 罩 袍 
itm_heraldic_mail_with_tabard_pl|纹 章 甲 带 罩 袍 
itm_turret_hat_ruby|硬 边 女 帽 
itm_turret_hat_ruby_pl|硬 边 女 帽 
itm_turret_hat_blue|硬 边 女 帽 
itm_turret_hat_blue_pl|硬 边 女 帽 
itm_turret_hat_green|炮 台 帽 
itm_turret_hat_green_pl|炮 台 帽 
itm_head_wrappings|包 头 巾 
itm_head_wrappings_pl|包 头 巾 
itm_court_hat|硬 边 女 帽 
itm_court_hat_pl|硬 边 女 帽 
itm_wimple_a|包 头 巾 
itm_wimple_a_pl|包 头 巾 
itm_wimple_with_veil|带 面 纱 头 巾 
itm_wimple_with_veil_pl|带 面 纱 头 巾 
itm_straw_hat|草 帽 
itm_straw_hat_pl|草 帽 
itm_common_hood|风 帽 
itm_common_hood_pl|风 帽 
itm_hood_b|风 帽 
itm_hood_b_pl|风 帽 
itm_hood_c|风 帽 
itm_hood_c_pl|风 帽 
itm_hood_d|风 帽 
itm_hood_d_pl|风 帽 
itm_headcloth|包 头 巾 
itm_headcloth_pl|包 头 巾 
itm_woolen_hood|羊 毛 风 帽 
itm_woolen_hood_pl|羊 毛 风 帽 
itm_arming_cap|战 士 帽 
itm_arming_cap_pl|战 士 帽 
itm_fur_hat|毛 皮 帽 
itm_fur_hat_pl|毛 皮 帽 
itm_nomad_cap|游 牧 帽 
itm_nomad_cap_pl|游 牧 帽 
itm_nomad_cap_b|游 牧 帽 
itm_nomad_cap_b_pl|游 牧 帽 
itm_steppe_cap|草 原 帽 
itm_steppe_cap_pl|草 原 帽 
itm_padded_coif|头 肩 巾 
itm_padded_coif_pl|头 肩 巾 
itm_woolen_cap|羊 毛 帽 
itm_woolen_cap_pl|羊 毛 帽 
itm_felt_hat|毡 帽 
itm_felt_hat_pl|毡 帽 
itm_felt_hat_b|毡 帽 
itm_felt_hat_b_pl|毡 帽 
itm_leather_cap|皮 帽 
itm_leather_cap_pl|皮 帽 
itm_female_hood|女 士 头 巾 
itm_female_hood_pl|女 士 头 巾 
itm_leather_steppe_cap_a|草 原 帽 
itm_leather_steppe_cap_a_pl|草 原 帽 
itm_leather_steppe_cap_b|草 原 帽 
itm_leather_steppe_cap_b_pl|草 原 帽 
itm_leather_steppe_cap_c|草 原 帽 
itm_leather_steppe_cap_c_pl|草 原 帽 
itm_leather_warrior_cap|皮 勇 士 帽 
itm_leather_warrior_cap_pl|皮 勇 士 帽 
itm_skullcap|无 边 盔 
itm_skullcap_pl|无 边 盔 
itm_mail_coif|链 甲 头 肩 巾 
itm_mail_coif_pl|链 甲 头 肩 巾 
itm_footman_helmet|步 兵 盔 
itm_footman_helmet_pl|步 兵 盔 
itm_nasal_helmet|带 护 鼻 盔 
itm_nasal_helmet_pl|带 护 鼻 盔 
itm_norman_helmet|带 帽 头 盔 
itm_norman_helmet_pl|带 帽 头 盔 
itm_segmented_helmet|组 合 盔 
itm_segmented_helmet_pl|组 合 盔 
itm_helmet_with_neckguard|带 护 颈 头 盔 
itm_helmet_with_neckguard_pl|带 护 颈 头 盔 
itm_flat_topped_helmet|平 顶 盔 
itm_flat_topped_helmet_pl|平 顶 盔 
itm_kettle_hat|锅 盔 
itm_kettle_hat_pl|锅 盔 
itm_spiked_helmet|锥 顶 头 盔 
itm_spiked_helmet_pl|锥 顶 头 盔 
itm_nordic_helmet|日 尔 曼 盔 
itm_nordic_helmet_pl|日 尔 曼 盔 
itm_khergit_lady_hat|库 吉 特 女 式 帽 
itm_khergit_lady_hat_pl|库 吉 特 女 式 帽 
itm_khergit_lady_hat_b|库 吉 特 女 式 皮 帽 
itm_khergit_lady_hat_b_pl|库 吉 特 女 式 皮 帽 
itm_sarranid_felt_hat|萨 兰 德 毡 帽 
itm_sarranid_felt_hat_pl|萨 兰 德 毡 帽 
itm_desert_turban|沙 漠 头 巾 
itm_desert_turban_pl|沙 漠 头 巾 
itm_sarranid_warrior_cap|萨 兰 德 勇 士 帽 
itm_sarranid_warrior_cap_pl|萨 兰 德 勇 士 帽 
itm_sarranid_horseman_helmet|骑 手 盔 
itm_sarranid_horseman_helmet_pl|骑 手 盔 
itm_sarranid_helmet1|萨 兰 德 头 巾 盔 
itm_sarranid_helmet1_pl|萨 兰 德 头 巾 盔 
itm_sarranid_mail_coif|萨 兰 德 链 甲 头 肩 巾 
itm_sarranid_mail_coif_pl|萨 兰 德 链 甲 头 肩 巾 
itm_sarranid_veiled_helmet|萨 兰 德 遮 面 盔 
itm_sarranid_veiled_helmet_pl|萨 兰 德 遮 面 盔 
itm_nordic_archer_helmet|日 耳 曼 皮 盔 
itm_nordic_archer_helmet_pl|日 耳 曼 皮 盔 
itm_nordic_veteran_archer_helmet|日 耳 曼 皮 盔 
itm_nordic_veteran_archer_helmet_pl|日 耳 曼 皮 盔 
itm_nordic_footman_helmet|日 耳 曼 步 兵 盔 
itm_nordic_footman_helmet_pl|日 耳 曼 步 兵 盔 
itm_nordic_fighter_helmet|日 耳 曼 斗 士 盔 
itm_nordic_fighter_helmet_pl|日 耳 曼 斗 士 盔 
itm_nordic_huscarl_helmet|日 耳 曼 近 卫 盔 
itm_nordic_huscarl_helmet_pl|日 耳 曼 近 卫 盔 
itm_nordic_warlord_helmet|日 耳 曼 战 神 盔 
itm_nordic_warlord_helmet_pl|日 耳 曼 战 神 盔 
itm_vaegir_fur_cap|毛 皮 盔 
itm_vaegir_fur_cap_pl|毛 皮 盔 
itm_vaegir_fur_helmet|维 吉 亚 盔 
itm_vaegir_fur_helmet_pl|维 吉 亚 盔 
itm_vaegir_spiked_helmet|锥 顶 帽 
itm_vaegir_spiked_helmet_pl|锥 顶 帽 
itm_vaegir_lamellar_helmet|鳞 片 护 甲 盔 
itm_vaegir_lamellar_helmet_pl|鳞 片 护 甲 盔 
itm_vaegir_noble_helmet|维 吉 亚 贵 族 盔 
itm_vaegir_noble_helmet_pl|维 吉 亚 贵 族 盔 
itm_vaegir_war_helmet|维 吉 亚 战 盔 
itm_vaegir_war_helmet_pl|维 吉 亚 战 盔 
itm_vaegir_mask|维 吉 亚 面 具 战 盔 
itm_vaegir_mask_pl|维 吉 亚 面 具 战 盔 
itm_red_great_helmet|红 覆 面 盔
itm_red_great_helmet_pl|红 覆 面 盔
itm_red_great_helmet_ex|红 覆 面 盔
itm_red_great_helmet_ex_pl|红 覆 面 盔
itm_great_helmet_red|赤 红 巨 盔
itm_great_helmet_red_pl|赤 红 巨 盔
itm_red_great_helmet_wings|朱 翼 盔
itm_red_great_helmet_wings_pl|朱 翼 盔
itm_kettle_hat_x|锅 盔
itm_kettle_hat_x_pl|锅 盔
itm_kettle_hat_z|锅 盔
itm_kettle_hat_z_pl|锅 盔
itm_new_guard_helmet|待 卫 盔
itm_new_guard_helmet_pl|待 卫 盔
itm_gete_helmet|钢 盔 
itm_gete_helmet_pl|钢 盔 
itm_pigface_klappvisor|带 面 罩 盔
itm_pigface_klappvisor_pl|带 面 罩 盔
itm_pigface_klappvisor_open|带 面 罩 盔
itm_pigface_klappvisor_open_pl|带 面 罩 盔
itm_open_sallet|轻 盔
itm_open_sallet_pl|轻 盔
itm_open_sallet_coif|轻 盔
itm_open_sallet_coif_pl|轻 盔
itm_combed_morion1|锅 盔 
itm_combed_morion1_pl|锅 盔 
itm_new_helmet_a|羽 饰 帽
itm_new_helmet_a_pl|羽 饰 帽
itm_new_helmet_b|羽 饰 帽
itm_new_helmet_b_pl|羽 饰 帽
itm_new_helmet_c|羽 饰 帽
itm_new_helmet_c_pl|羽 饰 帽
itm_new_helmet_d|羽 饰 帽
itm_new_helmet_d_pl|羽 饰 帽
itm_fabing_head|头 巾
itm_fabing_head_pl|头 巾
itm_toujing_head|头 巾
itm_toujing_head_pl|头 巾
itm_zijinguan|发 冠
itm_zijinguan_pl|发 冠
itm_summer_infantry_helmet|铁 盔
itm_summer_infantry_helmet_pl|铁 盔
itm_summer_lord_helmet|铁 盔
itm_summer_lord_helmet_pl|铁 盔
itm_summer_lord_helmet_black|铁 盔
itm_summer_lord_helmet_black_pl|铁 盔
itm_mon_helmet_kk|铁 盔
itm_mon_helmet_kk_pl|铁 盔
itm_mon_helmet_km|铁 盔
itm_mon_helmet_km_pl|铁 盔
itm_zhanmao|战 帽
itm_zhanmao_pl|战 帽
itm_nikolskoe_helm|尼 科 斯 盔
itm_nikolskoe_helm_pl|尼 科 斯 盔
itm_novogrod_helm|诺 夫 哥 罗 德 盔
itm_novogrod_helm_pl|诺 夫 哥 罗 德 盔
itm_gnezdovo_helm_a|格 涅 兹 多 沃 盔
itm_gnezdovo_helm_a_pl|格 涅 兹 多 沃 盔
itm_tagancha_helm_a|塔 格 查 盔
itm_tagancha_helm_a_pl|塔 格 查 盔
itm_tagancha_helm_b|塔 格 查 盔
itm_tagancha_helm_b_pl|塔 格 查 盔
itm_rus_helm|罗 斯 盔
itm_rus_helm_pl|罗 斯 盔
itm_toukui1|战 盔
itm_toukui1_pl|战 盔
itm_toukui2|哥 特 盔
itm_toukui2_pl|哥 特 盔
itm_toukui3|轻 盔
itm_toukui3_pl|轻 盔
itm_toukui4|轻 盔
itm_toukui4_pl|轻 盔
